creator_assigned_number,creator_gender,most_uploaded_genre,creator_signup_country,total_play_count,total_play_count_male,total_play_count_female,total_play_count_custom_gender,total_play_count_null_gender,plays_by_males_BR,pct_plays_by_males_BR,plays_by_females_BR,pct_plays_by_females_BR,plays_by_custom_gender_BR,pct_plays_by_custom_gender_BR,plays_by_null_gender_BR,pct_plays_by_null_gender_BR,total_play_count_BR,plays_by_males_DE,pct_plays_by_males_DE,plays_by_females_DE,pct_plays_by_females_DE,plays_by_custom_gender_DE,pct_plays_by_custom_gender_DE,plays_by_null_gender_DE,pct_plays_by_null_gender_DE,total_play_count_DE,plays_by_males_EG,pct_plays_by_males_EG,plays_by_females_EG,pct_plays_by_females_EG,plays_by_custom_gender_EG,pct_plays_by_custom_gender_EG,plays_by_null_gender_EG,pct_plays_by_null_gender_EG,total_play_count_EG,plays_by_males_GB,pct_plays_by_males_GB,plays_by_females_GB,pct_plays_by_females_GB,plays_by_custom_gender_GB,pct_plays_by_custom_gender_GB,plays_by_null_gender_GB,pct_plays_by_null_gender_GB,total_play_count_GB,plays_by_males_US,pct_plays_by_males_US,plays_by_females_US,pct_plays_by_females_US,plays_by_custom_gender_US,pct_plays_by_custom_gender_US,plays_by_null_gender_US,pct_plays_by_null_gender_US,total_play_count_US,plays_by_males_VN,pct_plays_by_males_VN,plays_by_females_VN,pct_plays_by_females_VN,plays_by_custom_gender_VN,pct_plays_by_custom_gender_VN,plays_by_null_gender_VN,pct_plays_by_null_gender_VN,total_play_count_VN
18250,custom,3,US,1013,746,85,152,30,0,,0,,0,,0,,0,17,89.47,0,0.0,2,10.53,0,0.0,19,0,,0,,0,,0,,0,130,83.87,1,0.65,23,14.84,1,0.65,155,599,71.39,84,10.01,127,15.14,29,3.46,839,0,,0,,0,,0,,0
18257,male,3,VN,351,245,85,7,14,0,,0,,0,,0,,0,17,89.47,2,10.53,0,0.0,0,0.0,19,0,,0,,0,,0,,0,102,66.23,46,29.87,1,0.65,5,3.25,154,126,70.79,37,20.79,6,3.37,9,5.06,178,0,,0,,0,,0,,0
18363,,3,US,245,202,15,16,12,0,,0,,0,,0,,0,9,90.0,0,0.0,0,0.0,1,10.0,10,0,,0,,0,,0,,0,34,85.0,6,15.0,0,0.0,0,0.0,40,159,81.54,9,4.62,16,8.21,11,5.64,195,0,,0,,0,,0,,0
18396,male,3,US,1402,943,110,201,148,0,,0,,0,,0,,0,9,90.0,1,10.0,0,0.0,0,0.0,10,0,,0,,0,,0,,0,83,79.05,2,1.9,20,19.05,0,0.0,105,851,66.12,107,8.31,181,14.06,148,11.5,1287,0,,0,,0,,0,,0
18411,female,3,US,378,283,36,15,44,0,,0,,0,,0,,0,27,90.0,0,0.0,1,3.33,2,6.67,30,0,,0,,0,,0,,0,39,92.86,0,0.0,3,7.14,0,0.0,42,217,70.92,36,11.76,11,3.59,42,13.73,306,0,,0,,0,,0,,0
18420,male,3,US,246,113,66,33,34,0,,0,,0,,0,,0,18,90.0,2,10.0,0,0.0,0,0.0,20,0,,0,,0,,0,,0,31,77.5,5,12.5,4,10.0,0,0.0,40,64,34.41,59,31.72,29,15.59,34,18.28,186,0,,0,,0,,0,,0
18464,male,3,BR,595,481,52,18,44,1,100.0,0,0.0,0,0.0,0,0.0,1,47,90.38,2,3.85,1,1.92,2,3.85,52,0,,0,,0,,0,,0,48,90.57,4,7.55,0,0.0,1,1.89,53,385,78.73,46,9.41,17,3.48,41,8.38,489,0,,0,,0,,0,,0
18473,male,3,US,296,250,21,14,11,0,,0,,0,,0,,0,66,90.41,5,6.85,2,2.74,0,0.0,73,0,,0,,0,,0,,0,117,81.25,9,6.25,12,8.33,6,4.17,144,67,84.81,7,8.86,0,0.0,5,6.33,79,0,,0,,0,,0,,0
18478,female,3,US,512,445,37,4,26,4,100.0,0,0.0,0,0.0,0,0.0,4,38,90.48,1,2.38,0,0.0,3,7.14,42,0,,0,,0,,0,,0,50,92.59,2,3.7,0,0.0,2,3.7,54,353,85.68,34,8.25,4,0.97,21,5.1,412,0,,0,,0,,0,,0
18508,male,3,US,253,196,27,8,22,0,,0,,0,,0,,0,29,90.63,1,3.13,2,6.25,0,0.0,32,0,,0,,0,,0,,0,39,79.59,9,18.37,1,2.04,0,0.0,49,128,74.42,17,9.88,5,2.91,22,12.79,172,0,,0,,0,,0,,0
18530,custom,3,US,337,279,34,8,16,0,,0,,0,,0,,0,49,90.74,4,7.41,0,0.0,1,1.85,54,0,,0,,0,,0,,0,87,89.69,7,7.22,1,1.03,2,2.06,97,143,76.88,23,12.37,7,3.76,13,6.99,186,0,,0,,0,,0,,0
18532,female,3,US,520,378,57,52,33,1,100.0,0,0.0,0,0.0,0,0.0,1,59,90.77,5,7.69,0,0.0,1,1.54,65,0,,0,,0,,0,,0,103,65.19,15,9.49,36,22.78,4,2.53,158,215,72.64,37,12.5,16,5.41,28,9.46,296,0,,0,,0,,0,,0
18583,custom,3,GB,313,209,82,8,14,1,100.0,0,0.0,0,0.0,0,0.0,1,30,90.91,3,9.09,0,0.0,0,0.0,33,0,,0,,0,,0,,0,40,60.61,21,31.82,1,1.52,4,6.06,66,137,64.62,58,27.36,7,3.3,10,4.72,212,1,100.0,0,0.0,0,0.0,0,0.0,1
18614,,3,GB,161,103,51,2,5,0,,0,,0,,0,,0,10,90.91,1,9.09,0,0.0,0,0.0,11,0,,0,,0,,0,,0,82,64.06,43,33.59,0,0.0,3,2.34,128,11,50.0,7,31.82,2,9.09,2,9.09,22,0,,0,,0,,0,,0
18629,male,3,US,223,169,27,7,20,0,,0,,0,,0,,0,20,90.91,1,4.55,0,0.0,1,4.55,22,0,,0,,0,,0,,0,45,93.75,1,2.08,0,0.0,2,4.17,48,104,67.97,25,16.34,7,4.58,17,11.11,153,0,,0,,0,,0,,0
18647,female,3,US,296,221,24,37,14,1,100.0,0,0.0,0,0.0,0,0.0,1,61,91.04,3,4.48,1,1.49,2,2.99,67,0,,0,,0,,0,,0,74,89.16,8,9.64,0,0.0,1,1.2,83,85,59.03,12,8.33,36,25.0,11,7.64,144,0,0.0,1,100.0,0,0.0,0,0.0,1
18695,female,3,US,273,208,42,7,16,0,,0,,0,,0,,0,21,91.3,0,0.0,1,4.35,1,4.35,23,0,,0,,0,,0,,0,45,83.33,6,11.11,0,0.0,3,5.56,54,142,72.45,36,18.37,6,3.06,12,6.12,196,0,,0,,0,,0,,0
18757,female,3,US,310,205,66,17,22,0,,0,,0,,0,,0,11,91.67,1,8.33,0,0.0,0,0.0,12,0,,0,,0,,0,,0,33,78.57,5,11.9,3,7.14,1,2.38,42,161,62.89,60,23.44,14,5.47,21,8.2,256,0,,0,,0,,0,,0
18789,female,3,GB,402,288,89,3,22,0,,0,,0,,0,,0,11,91.67,1,8.33,0,0.0,0,0.0,12,0,,0,,0,,0,,0,267,70.82,87,23.08,3,0.8,20,5.31,377,10,76.92,1,7.69,0,0.0,2,15.38,13,0,,0,,0,,0,,0
18821,custom,3,DE,417,349,31,11,26,0,,0,,0,,0,,0,57,91.94,3,4.84,1,1.61,1,1.61,62,0,,0,,0,,0,,0,62,70.45,18,20.45,4,4.55,4,4.55,88,230,86.14,10,3.75,6,2.25,21,7.87,267,0,,0,,0,,0,,0
18822,male,3,US,1196,1084,44,34,34,0,,0,,0,,0,,0,114,91.94,0,0.0,3,2.42,7,5.65,124,0,,0,,0,,0,,0,301,92.62,5,1.54,8,2.46,11,3.38,325,669,89.56,39,5.22,23,3.08,16,2.14,747,0,,0,,0,,0,,0
18855,male,3,US,345,315,12,11,7,0,,0,,0,,0,,0,210,92.11,10,4.39,8,3.51,0,0.0,228,0,,0,,0,,0,,0,37,88.1,1,2.38,0,0.0,4,9.52,42,67,90.54,1,1.35,3,4.05,3,4.05,74,1,100.0,0,0.0,0,0.0,0,0.0,1
18876,male,3,GB,260,239,14,4,3,0,,0,,0,,0,,0,24,92.31,2,7.69,0,0.0,0,0.0,26,0,,0,,0,,0,,0,38,95.0,1,2.5,1,2.5,0,0.0,40,177,91.24,11,5.67,3,1.55,3,1.55,194,0,,0,,0,,0,,0
18912,male,3,US,7401,5286,1338,131,646,0,,0,,0,,0,,0,36,92.31,1,2.56,1,2.56,1,2.56,39,1,100.0,0,0.0,0,0.0,0,0.0,1,386,80.75,74,15.48,2,0.42,16,3.35,478,4863,70.65,1263,18.35,128,1.86,629,9.14,6883,0,,0,,0,,0,,0
18970,female,3,US,354,263,57,10,24,0,,0,,0,,0,,0,37,92.5,2,5.0,0,0.0,1,2.5,40,0,,0,,0,,0,,0,179,69.11,49,18.92,8,3.09,23,8.88,259,47,85.45,6,10.91,2,3.64,0,0.0,55,0,,0,,0,,0,,0
19066,,3,US,369,270,65,14,20,0,,0,,0,,0,,0,81,93.1,5,5.75,0,0.0,1,1.15,87,0,,0,,0,,0,,0,50,73.53,14,20.59,3,4.41,1,1.47,68,139,64.95,46,21.5,11,5.14,18,8.41,214,0,,0,,0,,0,,0
19098,male,3,US,591,496,23,15,57,0,,0,,0,,0,,0,28,93.33,1,3.33,1,3.33,0,0.0,30,0,,0,,0,,0,,0,82,94.25,1,1.15,1,1.15,3,3.45,87,381,81.24,21,4.48,13,2.77,54,11.51,469,5,100.0,0,0.0,0,0.0,0,0.0,5
19142,female,3,US,461,381,34,25,21,0,0.0,3,100.0,0,0.0,0,0.0,3,14,93.33,1,6.67,0,0.0,0,0.0,15,0,,0,,0,,0,,0,63,82.89,8,10.53,2,2.63,3,3.95,76,300,82.64,22,6.06,23,6.34,18,4.96,363,4,100.0,0,0.0,0,0.0,0,0.0,4
19363,,3,US,178,145,21,6,6,0,,0,,0,,0,,0,18,94.74,1,5.26,0,0.0,0,0.0,19,0,,0,,0,,0,,0,55,77.46,16,22.54,0,0.0,0,0.0,71,72,81.82,4,4.55,6,6.82,6,6.82,88,0,,0,,0,,0,,0
19366,female,3,GB,218,147,63,3,5,0,,0,,0,,0,,0,18,94.74,1,5.26,0,0.0,0,0.0,19,0,,0,,0,,0,,0,38,79.17,10,20.83,0,0.0,0,0.0,48,91,60.26,52,34.44,3,1.99,5,3.31,151,0,,0,,0,,0,,0
19373,male,3,US,415,383,2,7,23,0,,0,,0,,0,,0,73,94.81,1,1.3,0,0.0,3,3.9,77,0,,0,,0,,0,,0,68,95.77,0,0.0,3,4.23,0,0.0,71,240,90.57,1,0.38,4,1.51,20,7.55,265,2,100.0,0,0.0,0,0.0,0,0.0,2
19412,male,3,GB,1298,1114,44,69,71,0,,0,,0,,0,,0,117,95.12,0,0.0,4,3.25,2,1.63,123,0,,0,,0,,0,,0,180,81.45,18,8.14,15,6.79,8,3.62,221,817,85.64,26,2.73,50,5.24,61,6.39,954,0,,0,,0,,0,,0
19532,custom,3,US,697,420,120,13,144,0,,0,,0,,0,,0,171,96.07,0,0.0,0,0.0,7,3.93,178,0,,0,,0,,0,,0,7,12.07,8,13.79,0,0.0,43,74.14,58,242,52.49,112,24.3,13,2.82,94,20.39,461,0,,0,,0,,0,,0
19536,,3,US,168,136,3,5,24,0,,0,,0,,0,,0,25,96.15,0,0.0,1,3.85,0,0.0,26,0,,0,,0,,0,,0,45,93.75,2,4.17,0,0.0,1,2.08,48,66,70.21,1,1.06,4,4.26,23,24.47,94,0,,0,,0,,0,,0
19545,,3,BR,155,130,8,4,13,0,,0,,0,,0,,0,25,96.15,1,3.85,0,0.0,0,0.0,26,0,,0,,0,,0,,0,47,95.92,1,2.04,0,0.0,1,2.04,49,58,72.5,6,7.5,4,5.0,12,15.0,80,0,,0,,0,,0,,0
19630,female,3,US,516,361,96,24,35,0,,0,,0,,0,,0,262,97.04,3,1.11,2,0.74,3,1.11,270,0,,0,,0,,0,,0,23,37.7,28,45.9,2,3.28,8,13.11,61,76,41.08,65,35.14,20,10.81,24,12.97,185,0,,0,,0,,0,,0
19675,,3,US,4300,1611,1841,38,810,0,,0,,0,,0,,0,40,97.56,0,0.0,0,0.0,1,2.44,41,0,,0,,0,,0,,0,12,16.67,49,68.06,0,0.0,11,15.28,72,1559,37.23,1792,42.8,38,0.91,798,19.06,4187,0,,0,,0,,0,,0
19689,,3,VN,402,345,6,20,31,0,,0,,0,,0,,0,89,97.8,0,0.0,2,2.2,0,0.0,91,0,,0,,0,,0,,0,75,90.36,2,2.41,3,3.61,3,3.61,83,179,79.2,4,1.77,15,6.64,28,12.39,226,2,100.0,0,0.0,0,0.0,0,0.0,2
19733,female,3,US,335,271,26,8,30,0,,0,,0,,0,,0,90,98.9,0,0.0,1,1.1,0,0.0,91,0,,0,,0,,0,,0,61,85.92,5,7.04,1,1.41,4,5.63,71,120,69.77,21,12.21,6,3.49,25,14.53,172,0,0.0,0,0.0,0,0.0,1,100.0,1
19779,male,3,US,158,89,55,3,11,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,55,62.5,29,32.95,2,2.27,2,2.27,88,32,47.06,26,38.24,1,1.47,9,13.24,68,1,100.0,0,0.0,0,0.0,0,0.0,1
19800,male,3,US,1010,870,46,19,75,0,,0,,0,,0,,0,27,100.0,0,0.0,0,0.0,0,0.0,27,0,,0,,0,,0,,0,61,96.83,2,3.17,0,0.0,0,0.0,63,782,85.0,44,4.78,19,2.07,75,8.15,920,0,,0,,0,,0,,0
19815,male,3,GB,172,107,48,1,16,0,,0,,0,,0,,0,4,100.0,0,0.0,0,0.0,0,0.0,4,0,,0,,0,,0,,0,86,60.14,42,29.37,1,0.7,14,9.79,143,17,68.0,6,24.0,0,0.0,2,8.0,25,0,,0,,0,,0,,0
19842,female,3,US,492,181,279,5,27,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,15,21.13,50,70.42,0,0.0,6,8.45,71,165,39.29,229,54.52,5,1.19,21,5.0,420,0,,0,,0,,0,,0
19859,male,3,US,207,69,89,13,36,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,24,53.33,16,35.56,0,0.0,5,11.11,45,44,27.33,73,45.34,13,8.07,31,19.25,161,0,,0,,0,,0,,0
19867,male,3,GB,141,101,31,6,3,0,,0,,0,,0,,0,3,100.0,0,0.0,0,0.0,0,0.0,3,0,,0,,0,,0,,0,81,69.83,28,24.14,6,5.17,1,0.86,116,17,77.27,3,13.64,0,0.0,2,9.09,22,0,,0,,0,,0,,0
19884,male,3,GB,308,123,163,1,21,1,50.0,0,0.0,1,50.0,0,0.0,2,2,100.0,0,0.0,0,0.0,0,0.0,2,0,,0,,0,,0,,0,108,38.85,150,53.96,0,0.0,20,7.19,278,12,46.15,13,50.0,0,0.0,1,3.85,26,0,,0,,0,,0,,0
19901,male,3,GB,253,192,39,0,22,1,100.0,0,0.0,0,0.0,0,0.0,1,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,49,90.74,5,9.26,0,0.0,0,0.0,54,141,71.57,34,17.26,0,0.0,22,11.17,197,0,,0,,0,,0,,0
19914,male,3,GB,218,92,87,33,6,0,0.0,2,100.0,0,0.0,0,0.0,2,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,43,34.13,48,38.1,31,24.6,4,3.17,126,48,53.93,37,41.57,2,2.25,2,2.25,89,0,,0,,0,,0,,0
19965,male,3,BR,174,155,10,3,6,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,154,89.02,10,5.78,3,1.73,6,3.47,173,0,,0,,0,,0,,0,0,,0,,0,,0,,0
20009,,3,GB,147,105,26,5,11,0,,0,,0,,0,,0,4,100.0,0,0.0,0,0.0,0,0.0,4,0,,0,,0,,0,,0,34,69.39,10,20.41,2,4.08,3,6.12,49,67,71.28,16,17.02,3,3.19,8,8.51,94,0,,0,,0,,0,,0
20052,male,3,GB,1022,831,151,16,24,0,,0,,0,,0,,0,6,100.0,0,0.0,0,0.0,0,0.0,6,0,,0,,0,,0,,0,823,81.16,151,14.89,16,1.58,24,2.37,1014,2,100.0,0,0.0,0,0.0,0,0.0,2,0,,0,,0,,0,,0
20066,male,3,US,882,435,400,19,28,0,,0,,0,,0,,0,2,100.0,0,0.0,0,0.0,0,0.0,2,0,,0,,0,,0,,0,38,62.3,14,22.95,9,14.75,0,0.0,61,395,48.23,386,47.13,10,1.22,28,3.42,819,0,,0,,0,,0,,0
20067,male,3,GB,149,97,32,3,17,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,85,68.55,28,22.58,0,0.0,11,8.87,124,11,45.83,4,16.67,3,12.5,6,25.0,24,0,,0,,0,,0,,0
20080,,3,GB,125,44,61,0,20,0,,0,,0,,0,,0,2,100.0,0,0.0,0,0.0,0,0.0,2,0,,0,,0,,0,,0,30,27.78,58,53.7,0,0.0,20,18.52,108,12,80.0,3,20.0,0,0.0,0,0.0,15,0,,0,,0,,0,,0
20115,male,3,US,496,301,153,3,39,0,,0,,0,,0,,0,2,100.0,0,0.0,0,0.0,0,0.0,2,0,,0,,0,,0,,0,79,58.52,51,37.78,1,0.74,4,2.96,135,220,61.28,102,28.41,2,0.56,35,9.75,359,0,,0,,0,,0,,0
20212,male,3,DE,261,213,31,4,13,0,,0,,0,,0,,0,26,100.0,0,0.0,0,0.0,0,0.0,26,0,,0,,0,,0,,0,87,96.67,2,2.22,0,0.0,1,1.11,90,100,68.97,29,20.0,4,2.76,12,8.28,145,0,,0,,0,,0,,0
20251,male,3,US,156,71,81,0,4,0,,0,,0,,0,,0,3,100.0,0,0.0,0,0.0,0,0.0,3,0,,0,,0,,0,,0,64,44.44,76,52.78,0,0.0,4,2.78,144,4,44.44,5,55.56,0,0.0,0,0.0,9,0,,0,,0,,0,,0
20359,,3,GB,158,97,39,0,22,0,,0,,0,,0,,0,4,100.0,0,0.0,0,0.0,0,0.0,4,0,,0,,0,,0,,0,93,60.39,39,25.32,0,0.0,22,14.29,154,0,,0,,0,,0,,0,0,,0,,0,,0,,0
20426,,3,GB,167,148,10,1,8,0,,0,,0,,0,,0,6,100.0,0,0.0,0,0.0,0,0.0,6,2,100.0,0,0.0,0,0.0,0,0.0,2,48,82.76,9,15.52,0,0.0,1,1.72,58,92,91.09,1,0.99,1,0.99,7,6.93,101,0,,0,,0,,0,,0
20433,male,3,GB,678,522,120,11,25,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,514,76.72,120,17.91,11,1.64,25,3.73,670,7,100.0,0,0.0,0,0.0,0,0.0,7,0,,0,,0,,0,,0
20493,male,3,GB,269,152,100,2,15,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,150,57.03,96,36.5,2,0.76,15,5.7,263,1,20.0,4,80.0,0,0.0,0,0.0,5,0,,0,,0,,0,,0
20544,custom,3,US,102,24,69,2,7,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,17,22.67,57,76.0,1,1.33,0,0.0,75,6,23.08,12,46.15,1,3.85,7,26.92,26,0,,0,,0,,0,,0
20587,custom,3,US,125,25,82,16,2,0,,0,,0,,0,,0,4,100.0,0,0.0,0,0.0,0,0.0,4,0,,0,,0,,0,,0,6,13.64,37,84.09,1,2.27,0,0.0,44,15,19.48,45,58.44,15,19.48,2,2.6,77,0,,0,,0,,0,,0
20735,female,3,US,227,76,130,7,14,0,,0,,0,,0,,0,2,100.0,0,0.0,0,0.0,0,0.0,2,0,,0,,0,,0,,0,58,56.86,42,41.18,0,0.0,2,1.96,102,16,13.01,88,71.54,7,5.69,12,9.76,123,0,,0,,0,,0,,0
20762,male,3,US,1054,1054,0,0,0,0,,0,,0,,0,,0,48,100.0,0,0.0,0,0.0,0,0.0,48,11,100.0,0,0.0,0,0.0,0,0.0,11,168,100.0,0,0.0,0,0.0,0,0.0,168,827,100.0,0,0.0,0,0.0,0,0.0,827,0,,0,,0,,0,,0
20790,male,3,US,207,118,75,8,6,0,,0,,0,,0,,0,3,100.0,0,0.0,0,0.0,0,0.0,3,0,,0,,0,,0,,0,33,54.1,25,40.98,3,4.92,0,0.0,61,82,57.75,50,35.21,4,2.82,6,4.23,142,0,0.0,0,0.0,1,100.0,0,0.0,1
20828,female,3,US,133,75,54,2,2,0,,0,,0,,0,,0,14,100.0,0,0.0,0,0.0,0,0.0,14,0,,0,,0,,0,,0,12,31.58,25,65.79,1,2.63,0,0.0,38,49,60.49,29,35.8,1,1.23,2,2.47,81,0,,0,,0,,0,,0
20880,female,3,US,1169,423,621,5,120,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,90,24.13,250,67.02,4,1.07,29,7.77,373,332,41.76,371,46.67,1,0.13,91,11.45,795,0,,0,,0,,0,,0
20925,male,3,US,402,195,116,25,66,0,,0,,0,,0,,0,2,100.0,0,0.0,0,0.0,0,0.0,2,0,,0,,0,,0,,0,6,12.0,20,40.0,22,44.0,2,4.0,50,187,53.43,96,27.43,3,0.86,64,18.29,350,0,,0,,0,,0,,0
20954,custom,3,GB,693,532,125,2,34,0,,0,,0,,0,,0,7,100.0,0,0.0,0,0.0,0,0.0,7,0,,0,,0,,0,,0,502,76.64,122,18.63,1,0.15,30,4.58,655,23,74.19,3,9.68,1,3.23,4,12.9,31,0,,0,,0,,0,,0
20969,male,3,US,184,96,53,20,15,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,1,50.0,1,50.0,0,0.0,0,0.0,2,35,63.64,14,25.45,3,5.45,3,5.45,55,59,46.83,38,30.16,17,13.49,12,9.52,126,0,,0,,0,,0,,0
21051,female,3,GB,168,94,51,2,21,0,,0,,0,,0,,0,2,100.0,0,0.0,0,0.0,0,0.0,2,0,,0,,0,,0,,0,76,55.47,45,32.85,1,0.73,15,10.95,137,16,55.17,6,20.69,1,3.45,6,20.69,29,0,,0,,0,,0,,0
21113,custom,3,GB,140,92,41,0,7,0,,0,,0,,0,,0,6,100.0,0,0.0,0,0.0,0,0.0,6,0,,0,,0,,0,,0,70,64.81,36,33.33,0,0.0,2,1.85,108,16,61.54,5,19.23,0,0.0,5,19.23,26,0,,0,,0,,0,,0
21126,male,3,US,186,91,52,15,28,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,59,48.76,38,31.4,15,12.4,9,7.44,121,31,48.44,14,21.88,0,0.0,19,29.69,64,0,,0,,0,,0,,0
21160,male,3,US,105,90,10,1,4,3,100.0,0,0.0,0,0.0,0,0.0,3,2,100.0,0,0.0,0,0.0,0,0.0,2,0,,0,,0,,0,,0,39,88.64,3,6.82,1,2.27,1,2.27,44,44,81.48,7,12.96,0,0.0,3,5.56,54,2,100.0,0,0.0,0,0.0,0,0.0,2
21214,male,3,GB,184,148,30,2,4,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,146,80.22,30,16.48,2,1.1,4,2.2,182,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0
21217,,3,US,205,146,40,11,8,0,,0,,0,,0,,0,3,100.0,0,0.0,0,0.0,0,0.0,3,0,,0,,0,,0,,0,39,53.42,32,43.84,2,2.74,0,0.0,73,104,80.62,8,6.2,9,6.98,8,6.2,129,0,,0,,0,,0,,0
21277,custom,3,GB,240,91,140,0,9,0,,0,,0,,0,,0,3,100.0,0,0.0,0,0.0,0,0.0,3,0,,0,,0,,0,,0,80,36.04,133,59.91,0,0.0,9,4.05,222,8,53.33,7,46.67,0,0.0,0,0.0,15,0,,0,,0,,0,,0
21330,male,3,US,161,105,42,4,10,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,81,68.07,34,28.57,1,0.84,3,2.52,119,23,56.1,8,19.51,3,7.32,7,17.07,41,0,,0,,0,,0,,0
21338,,3,GB,112,79,21,5,7,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,75,70.75,21,19.81,5,4.72,5,4.72,106,3,60.0,0,0.0,0,0.0,2,40.0,5,0,,0,,0,,0,,0
21342,male,3,US,137,122,7,2,6,1,100.0,0,0.0,0,0.0,0,0.0,1,17,100.0,0,0.0,0,0.0,0,0.0,17,0,,0,,0,,0,,0,36,92.31,1,2.56,2,5.13,0,0.0,39,68,85.0,6,7.5,0,0.0,6,7.5,80,0,,0,,0,,0,,0
21366,male,3,GB,281,206,61,3,11,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,204,73.12,61,21.86,3,1.08,11,3.94,279,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0
21397,male,3,GB,679,359,294,5,21,0,,0,,0,,0,,0,2,100.0,0,0.0,0,0.0,0,0.0,2,0,,0,,0,,0,,0,356,52.66,294,43.49,5,0.74,21,3.11,676,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0
21518,,3,US,123,118,1,2,2,0,,0,,0,,0,,0,2,100.0,0,0.0,0,0.0,0,0.0,2,0,,0,,0,,0,,0,69,100.0,0,0.0,0,0.0,0,0.0,69,47,90.38,1,1.92,2,3.85,2,3.85,52,0,,0,,0,,0,,0
21539,,3,DE,124,21,92,2,9,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,11,12.5,73,82.95,1,1.14,3,3.41,88,9,25.71,19,54.29,1,2.86,6,17.14,35,0,,0,,0,,0,,0
21621,,3,US,146,42,67,4,33,0,,0,,0,,0,,0,2,100.0,0,0.0,0,0.0,0,0.0,2,1,100.0,0,0.0,0,0.0,0,0.0,1,15,27.78,34,62.96,0,0.0,5,9.26,54,24,26.97,33,37.08,4,4.49,28,31.46,89,0,,0,,0,,0,,0
21643,male,3,US,241,194,17,25,5,0,,0,,0,,0,,0,2,100.0,0,0.0,0,0.0,0,0.0,2,0,,0,,0,,0,,0,43,84.31,4,7.84,1,1.96,3,5.88,51,149,79.26,13,6.91,24,12.77,2,1.06,188,0,,0,,0,,0,,0
21661,,3,US,168,151,13,0,4,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,150,91.46,12,7.32,0,0.0,2,1.22,164,0,0.0,1,33.33,0,0.0,2,66.67,3,0,,0,,0,,0,,0
21697,male,3,US,233,156,68,4,5,0,,0,,0,,0,,0,10,100.0,0,0.0,0,0.0,0,0.0,10,0,,0,,0,,0,,0,48,84.21,8,14.04,0,0.0,1,1.75,57,98,59.04,60,36.14,4,2.41,4,2.41,166,0,,0,,0,,0,,0
21807,male,3,GB,190,102,69,3,16,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,95,53.67,69,38.98,3,1.69,10,5.65,177,6,50.0,0,0.0,0,0.0,6,50.0,12,0,,0,,0,,0,,0
21971,male,3,GB,239,163,63,3,10,1,100.0,0,0.0,0,0.0,0,0.0,1,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,157,67.97,63,27.27,3,1.3,8,3.46,231,4,66.67,0,0.0,0,0.0,2,33.33,6,0,,0,,0,,0,,0
22088,female,3,BR,360,97,203,3,57,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,43,86.0,5,10.0,0,0.0,2,4.0,50,53,17.15,198,64.08,3,0.97,55,17.8,309,0,,0,,0,,0,,0
